Date,Open,High,Low,Close,Adj. Close,Change,Volume
2011-08-22,12.40000,12.40000,12.40000,12.40000,12.40000,0.32%,0
2011-08-23,12.81000,12.81000,12.81000,12.81000,12.81000,3.31%,0
2011-08-24,12.97000,12.97000,12.97000,12.97000,12.97000,1.25%,0
2011-08-25,12.82000,12.82000,12.82000,12.82000,12.82000,-1.16%,0
2011-08-26,13.01000,13.01000,13.01000,13.01000,13.01000,1.48%,0
2011-08-29,13.21000,13.21000,13.21000,13.21000,13.21000,1.54%,0
2011-08-30,13.34000,13.34000,13.34000,13.34000,13.34000,0.98%,0
2011-08-31,13.44000,13.44000,13.44000,13.44000,13.44000,0.75%,0
2011-09-01,13.42000,13.42000,13.42000,13.42000,13.42000,-0.15%,0
2011-09-02,13.12000,13.12000,13.12000,13.12000,13.12000,-2.24%,0
2011-09-05,13.21000,13.21000,13.21000,13.21000,13.21000,0.69%,0
2011-09-06,13.18000,13.18000,13.18000,13.18000,13.18000,-0.23%,0
2011-09-07,13.56000,13.56000,13.56000,13.56000,13.56000,2.88%,0
2011-09-08,13.45000,13.45000,13.45000,13.45000,13.45000,-0.81%,0
2011-09-09,13.37000,13.37000,13.37000,13.37000,13.37000,-0.59%,0
2011-09-12,13.56000,13.56000,13.56000,13.56000,13.56000,1.42%,0
2011-09-13,13.62000,13.62000,13.62000,13.62000,13.62000,0.44%,0
2011-09-14,13.81000,13.81000,13.81000,13.81000,13.81000,1.40%,0
2011-09-15,13.87000,13.87000,13.87000,13.87000,13.87000,0.43%,0
2011-09-16,14.02000,14.02000,14.02000,14.02000,14.02000,1.08%,0
2011-09-19,14.05000,14.05000,14.05000,14.05000,14.05000,0.21%,0
2011-09-20,13.93000,13.93000,13.93000,13.93000,13.93000,-0.85%,0
2011-09-21,13.54000,13.54000,13.54000,13.54000,13.54000,-2.80%,0
2011-09-22,13.33000,13.33000,13.33000,13.33000,13.33000,-1.55%,0
2011-09-23,13.36000,13.36000,13.36000,13.36000,13.36000,0.23%,0
2011-09-26,13.72000,13.72000,13.72000,13.72000,13.72000,2.69%,0
2011-09-27,13.70000,13.70000,13.70000,13.70000,13.70000,-0.15%,0
2011-09-28,13.45000,13.45000,13.45000,13.45000,13.45000,-1.82%,0
2011-09-29,13.51000,13.51000,13.51000,13.51000,13.51000,0.45%,0
2011-09-30,13.40000,13.40000,13.40000,13.40000,13.40000,-0.81%,0
2011-10-03,13.16000,13.16000,13.16000,13.16000,13.16000,-1.79%,0
2011-10-04,13.45000,13.45000,13.45000,13.45000,13.45000,2.20%,0
2011-10-05,13.67000,13.67000,13.67000,13.67000,13.67000,1.64%,0
2011-10-06,13.82000,13.82000,13.82000,13.82000,13.82000,1.10%,0
2011-10-07,13.62000,13.62000,13.62000,13.62000,13.62000,-1.45%,0
2011-10-10,13.91000,13.91000,13.91000,13.91000,13.91000,2.13%,0
2011-10-11,13.94000,13.94000,13.94000,13.94000,13.94000,0.22%,0
2011-10-12,13.92000,13.92000,13.92000,13.92000,13.92000,-0.14%,0
2011-10-13,13.97000,13.97000,13.97000,13.97000,13.97000,0.36%,0
2011-10-14,14.05000,14.05000,14.05000,14.05000,14.05000,0.57%,0
2011-10-17,13.88000,13.88000,13.88000,13.88000,13.88000,-1.21%,0
